skill,doc_freq,descriptor_id,descriptor_name,cosine,match_type,mapped
objectoriented programming,78,64,Handling and Manipulating Objects,0.3841,unmapped,False
observation,144,59,Getting Information,0.5323,unmapped,False
obstetrics,103,154,Staffing ,0.2732,unmapped,False
obstetrics and gynecology,89,3,Agronomy and Horticulture,0.2444,unmapped,False
occupational health,71,67,Human Resources and Labour relations,0.3858,unmapped,False
occupational health & safety,52,131,Public Safety and Security,0.4201,unmapped,False
occupational health and safety,213,131,Public Safety and Security,0.4098,unmapped,False
occupational health and safety act,117,131,Public Safety and Security,0.3986,unmapped,False
occupational therapy,196,154,Staffing ,0.3978,unmapped,False
office 365,124,23,Communicating with Persons Outside Organization,0.2894,unmapped,False
office administration,169,130,Public Affairs and Government relations,0.5457,unmapped,False
office management,92,17,Clerical,0.5289,unmapped,False
office suite,138,17,Clerical,0.3597,unmapped,False
oil and gas,55,82,"Livestock, Farm animals and Wildlife",0.321,unmapped,False
onboarding,346,154,Staffing ,0.3805,unmapped,False
oncology,231,11,Biology,0.2388,unmapped,False
ongoing training,58,167,Training and Teaching ,0.5868,semantic,True
online education,61,167,Training and Teaching ,0.4249,unmapped,False
online learning,130,179, Active Learning,0.5912,semantic,True
online teaching,105,160,Teaching,0.5006,lexical,True
online tutoring,503,168,"Training, Mentoring and Coaching",0.3891,unmapped,False
ontario human rights code,77,78,Law,0.2977,unmapped,False
onthejob training,102,167,Training and Teaching ,0.5281,unmapped,False
operating systems,85,37,Digital Systems Production,0.436,unmapped,False
operational excellence,78,154,Staffing ,0.3849,unmapped,False
operational management,64,14,Business Management,0.5358,unmapped,False
operational planning,52,123,Planning and Organizing,0.5747,semantic,True
operations,530,108,Operation Monitoring of Machinery and Equipment,0.5309,lexical,True
operations management,445,109,Operation and Control,0.6094,semantic,True
ophthalmology,56,104,Night Vision,0.3991,unmapped,False
optimization,185,144,Setting Objectives and Formulating Strategies,0.3974,unmapped,False
oracle,328,33,Deductive Reasoning,0.3089,unmapped,False
oral and written communication,105,112,Oral Communication: Oral Expression,0.7601,semantic,True
oral and written communication skills,60,111,Oral Communication: Oral Comprehension,0.6492,semantic,True
oral communication,372,110,Oral Communication: Active Listening,0.8451,lexical,True
oral communication skills,99,112,Oral Communication: Oral Expression,0.7392,semantic,True
order entry,53,71,Information Ordering,0.441,unmapped,False
order processing,117,71,Information Ordering,0.4858,unmapped,False
ordering,91,71,Information Ordering,0.4992,lexical,True
organisation,65,30,Coordinating the Work and Activities of Others,0.5401,unmapped,False
organization,2838,23,Communicating with Persons Outside Organization,0.6075,lexical,True
organization skills,314,30,Coordinating the Work and Activities of Others,0.5999,semantic,True
organizational,84,30,Coordinating the Work and Activities of Others,0.5676,semantic,True
organizational development,122,123,Planning and Organizing,0.5299,unmapped,False
organizational skills,4583,44,Establishing and Maintaining Interpersonal Relationships,0.5562,semantic,True
organized,89,114,Pattern Organization Speed,0.5257,unmapped,False
organizing,165,123,Planning and Organizing,0.6396,lexical,True
orientation,167,143,Service Orientation,0.6484,lexical,True
orthopedic surgery,130,3,Agronomy and Horticulture,0.2987,unmapped,False
orthopedics,68,153,Speed of Limb Movement,0.3865,unmapped,False
osha,59,154,Staffing ,0.3644,unmapped,False
ostomy care,60,8,Assisting and Caring for Others,0.3054,unmapped,False
outdoor work,70,140,Scheduling Work and Activities,0.4157,unmapped,False
outgoing,63,23,Communicating with Persons Outside Organization,0.3791,unmapped,False
outlook,757,23,Communicating with Persons Outside Organization,0.3006,unmapped,False
outreach,59,154,Staffing ,0.4451,unmapped,False
overtime,162,140,Scheduling Work and Activities,0.3487,unmapped,False
ownership,97,1, Independence,0.3954,unmapped,False
p.eng.,63,167,Training and Teaching ,0.3266,unmapped,False
packaging,101,128,Product Design,0.3156,unmapped,False
pacs,62,130,Public Affairs and Government relations,0.2337,unmapped,False
paid holidays,156,140,Scheduling Work and Activities,0.3514,unmapped,False
paid sick days,104,154,Staffing ,0.2832,unmapped,False
paid time off,683,166,Time Management,0.3566,unmapped,False
paid training,56,167,Training and Teaching ,0.6309,semantic,True
paid vacation,169,154,Staffing ,0.3157,unmapped,False
paid vacation time,57,140,Scheduling Work and Activities,0.3674,unmapped,False
paid wellness days,84,140,Scheduling Work and Activities,0.3387,unmapped,False
pain management,117,154,Staffing ,0.3255,unmapped,False
painting,106,180, Creativity,0.4631,unmapped,False
palliative care,370,8,Assisting and Caring for Others,0.4023,unmapped,False
pals,214,18,Client Service,0.1984,unmapped,False
parental leave,82,154,Staffing ,0.286,unmapped,False
partnerships,73,20,Collaboration,0.5808,semantic,True
parttime,66,166,Time Management,0.3958,unmapped,False
parttime employment,65,67,Human Resources and Labour relations,0.416,unmapped,False
parttime work,245,140,Scheduling Work and Activities,0.4593,unmapped,False
passion,198,180, Creativity,0.4879,unmapped,False
passion for learning,52,167,Training and Teaching ,0.4904,unmapped,False
passion for teaching,237,160,Teaching,0.5701,lexical,True
passionate,58,180, Creativity,0.3668,unmapped,False
passport,105,1, Independence,0.2185,unmapped,False
pathology,65,121,Physical Health,0.2876,unmapped,False
pathophysiology,78,141,Selective Attention,0.2791,unmapped,False
patience,808,157,Stress Tolerance,0.375,unmapped,False
patient,110,8,Assisting and Caring for Others,0.3952,unmapped,False
patient advocacy,162,8,Assisting and Caring for Others,0.4635,unmapped,False
patient assessment,336,46,Evaluating ,0.4321,unmapped,False
patient care,2501,8,Assisting and Caring for Others,0.5606,semantic,True
patient education,514,167,Training and Teaching ,0.4871,unmapped,False
patient flow,64,8,Assisting and Caring for Others,0.3013,unmapped,False
patient monitoring,63,97,Monitoring,0.5529,lexical,True
patient privacy,60,23,Communicating with Persons Outside Organization,0.3625,unmapped,False
patient records,70,38,Documenting and Recording Information,0.4119,unmapped,False
patient safety,253,8,Assisting and Caring for Others,0.373,unmapped,False
patientcentered care,149,8,Assisting and Caring for Others,0.465,unmapped,False
payment processing,50,127,Processing Information,0.3549,unmapped,False
payroll,480,154,Staffing ,0.5702,semantic,True
payroll management,99,154,Staffing ,0.5637,semantic,True
payroll processing,107,154,Staffing ,0.4329,unmapped,False
pediatrics,234,167,Training and Teaching ,0.3982,unmapped,False
pension,126,67,Human Resources and Labour relations,0.3308,unmapped,False
pension plan,326,67,Human Resources and Labour relations,0.2576,unmapped,False
people development,60,19,Coaching and Developing Others,0.5086,unmapped,False
people leadership,57,79,Leadership,0.7159,lexical,True
people management,477,67,Human Resources and Labour relations,0.5089,unmapped,False
people skills,82,74,Instructing,0.4697,unmapped,False
peoplesoft,64,30,Coordinating the Work and Activities of Others,0.212,unmapped,False
performance,130,116,Performance Measurement,0.4827,lexical,True
performance analysis,97,116,Performance Measurement,0.6186,semantic,True
performance appraisals,52,116,Performance Measurement,0.5583,semantic,True
performance assessment,55,116,Performance Measurement,0.6169,semantic,True
performance evaluation,190,47,Evaluation,0.5481,lexical,True
performance evaluations,50,47,Evaluation,0.5686,lexical,True
performance feedback,61,116,Performance Measurement,0.4321,unmapped,False
performance improvement,82,116,Performance Measurement,0.4893,unmapped,False
performance management,1310,116,Performance Measurement,0.6165,semantic,True
performance measurement,82,116,Performance Measurement,0.7572,lexical,True
performance metrics,92,116,Performance Measurement,0.6832,semantic,True
performance monitoring,140,97,Monitoring,0.7184,lexical,True
performance optimization,83,116,Performance Measurement,0.4027,unmapped,False
performance reviews,184,116,Performance Measurement,0.4096,unmapped,False
performance testing,69,116,Performance Measurement,0.5567,semantic,True
performance tuning,53,116,Performance Measurement,0.4489,unmapped,False
perl,160,120,Persuading,0.2463,unmapped,False
permitting,112,154,Staffing ,0.3642,unmapped,False
perseverance,79,120,Persuading,0.42,unmapped,False
personal days,85,166,Time Management,0.3429,unmapped,False
personal development,103,19,Coaching and Developing Others,0.5281,unmapped,False
personal financial planning (pfp®),64,85,Management of Financial Resources,0.4023,unmapped,False
personal protective equipment,75,107,"Operating Vehicles, Mechanized Devices or Equipment",0.416,unmapped,False
personal protective equipment (ppe),211,107,"Operating Vehicles, Mechanized Devices or Equipment",0.2944,unmapped,False
personal training,74,167,Training and Teaching ,0.5579,semantic,True
personal vehicle,87,172,"Vehicle, Machinery and Equipment Operation",0.4644,unmapped,False
personcentered care,89,8,Assisting and Caring for Others,0.4978,unmapped,False
personnel management,120,87,Management of Personnel Resources,0.7007,lexical,True
persuasion,138,120,Persuading,0.6083,semantic,True
pharmacist license,92,179, Active Learning,0.1584,unmapped,False
pharmacology,109,16,Chemistry,0.2547,unmapped,False
pharmacy,317,154,Staffing ,0.3165,unmapped,False
pharmacy management,54,154,Staffing ,0.3999,unmapped,False
pharmacy operations,54,154,Staffing ,0.4394,unmapped,False
phd,73,167,Training and Teaching ,0.3715,unmapped,False
phlebotomy,145,153,Speed of Limb Movement,0.2693,unmapped,False
photography,63,104,Night Vision,0.4314,unmapped,False
photoshop,148,180, Creativity,0.3984,unmapped,False
php,75,127,Processing Information,0.2031,unmapped,False
physical abilities,57,153,Speed of Limb Movement,0.6114,semantic,True
physical ability,727,153,Speed of Limb Movement,0.6411,semantic,True
physical activity,68,117,Performing Physical Activities,0.6872,semantic,True
physical assessment,99,121,Physical Health,0.5239,unmapped,False
physical demands,221,117,Performing Physical Activities,0.4726,unmapped,False
physical education,61,121,Physical Health,0.5231,unmapped,False
physical endurance,77,155,Stamina,0.5943,semantic,True
physical exertion,52,153,Speed of Limb Movement,0.53,unmapped,False
physical fitness,774,136,"Recreation, Leisure and Fitness",0.5527,semantic,True
physical health,67,121,Physical Health,0.6934,lexical,True
physical labor,66,67,Human Resources and Labour relations,0.4861,unmapped,False
physical requirements,114,121,Physical Health,0.5225,unmapped,False
physical stamina,498,155,Stamina,0.8419,lexical,True
physical strength,580,156,Static Strength,0.6282,semantic,True
physical therapy,126,117,Performing Physical Activities,0.4936,unmapped,False
physician,58,8,Assisting and Caring for Others,0.3876,unmapped,False
physics,80,122,Physics ,0.8806,lexical,True
physiotherapist,118,153,Speed of Limb Movement,0.432,unmapped,False
physiotherapy,538,153,Speed of Limb Movement,0.4245,unmapped,False
pipeline management,75,127,Processing Information,0.3114,unmapped,False
pivot tables,76,30,Coordinating the Work and Activities of Others,0.2128,unmapped,False
pl/sql,102,4,Analytical Thinking,0.3006,unmapped,False
planning,1789,123,Planning and Organizing,0.6677,lexical,True
planning skills,125,123,Planning and Organizing,0.634,semantic,True
planograms,62,123,Planning and Organizing,0.3174,unmapped,False
plastic surgery,109,154,Staffing ,0.2987,unmapped,False
plastics,51,122,Physics ,0.308,unmapped,False
plc,140,154,Staffing ,0.3343,unmapped,False
plc programming,88,35,Developing Technical Instructions,0.3443,unmapped,False
plumbing,281,175,Water Resources,0.3171,unmapped,False
pmp,191,122,Physics ,0.1997,unmapped,False
pmp certification,222,167,Training and Teaching ,0.3046,unmapped,False
pneumatics,96,64,Handling and Manipulating Objects,0.3924,unmapped,False
police information check,51,98,"Monitoring Processes, Materials or Systems",0.3734,unmapped,False
policies,197,130,Public Affairs and Government relations,0.4241,unmapped,False
policies and procedures,142,144,Setting Objectives and Formulating Strategies,0.5251,unmapped,False
policy,50,130,Public Affairs and Government relations,0.3884,unmapped,False
policy analysis,68,144,Setting Objectives and Formulating Strategies,0.4487,unmapped,False
policy and procedure development,68,144,Setting Objectives and Formulating Strategies,0.4857,unmapped,False
policy compliance,82,130,Public Affairs and Government relations,0.3973,unmapped,False
policy development,339,144,Setting Objectives and Formulating Strategies,0.4673,unmapped,False
policy implementation,69,144,Setting Objectives and Formulating Strategies,0.4142,unmapped,False
population health,59,121,Physical Health,0.3744,unmapped,False
portfolio,66,50,Finance,0.3337,unmapped,False
portfolio management,192,85,Management of Financial Resources,0.4853,unmapped,False
portfolio software,90,2,Accounting,0.3284,unmapped,False
pos,70,130,Public Affairs and Government relations,0.2675,unmapped,False
pos system,51,159,Systems Analysis,0.3193,unmapped,False
pos systems,158,159,Systems Analysis,0.376,unmapped,False
positive attitude,751,26,Concern for Others,0.4735,unmapped,False
positivity,118,26,Concern for Others,0.3316,unmapped,False
post secondary education,72,167,Training and Teaching ,0.518,unmapped,False
postgresql,111,140,Scheduling Work and Activities,0.1931,unmapped,False
postsecondary degree,106,167,Training and Teaching ,0.3868,unmapped,False
postsecondary education,695,167,Training and Teaching ,0.5111,unmapped,False
power bi,537,0, Adaptability,0.2897,unmapped,False
power distribution,59,1, Independence,0.2898,unmapped,False
power point,81,179, Active Learning,0.2826,unmapped,False
power systems,79,41,Electrical and Electronics,0.3989,unmapped,False
power tools,105,64,Handling and Manipulating Objects,0.4465,unmapped,False
powerbi,149,179, Active Learning,0.2131,unmapped,False
powerpoint,870,179, Active Learning,0.3158,unmapped,False
powershell,126,28,Controlling Machines and Processes,0.2005,unmapped,False
ppe,96,1, Independence,0.2189,unmapped,False
practical experience,439,167,Training and Teaching ,0.4688,unmapped,False
practice development,68,19,Coaching and Developing Others,0.528,unmapped,False
preceptorship,107,123,Planning and Organizing,0.2784,unmapped,False
predictive maintenance,73,124,Preventative Maintenance,0.4848,unmapped,False
preferential banking services,60,50,Finance,0.3855,unmapped,False
presentation,504,24,Communications and Media,0.4025,unmapped,False
presentation skills,1710,74,Instructing,0.4965,unmapped,False
presentations,266,24,Communications and Media,0.4362,unmapped,False
pressure handling,56,64,Handling and Manipulating Objects,0.3756,unmapped,False
pressure management,62,87,Management of Personnel Resources,0.3035,unmapped,False
preventative care,90,124,Preventative Maintenance,0.5149,unmapped,False
preventative maintenance,282,124,Preventative Maintenance,0.7711,lexical,True
prevention,64,124,Preventative Maintenance,0.366,unmapped,False
preventive maintenance,238,124,Preventative Maintenance,0.7299,semantic,True
pricing,283,40,Economics,0.3289,unmapped,False
primary care,155,8,Assisting and Caring for Others,0.3934,unmapped,False
primary health care,62,8,Assisting and Caring for Others,0.3213,unmapped,False
primary reserve,97,1, Independence,0.3076,unmapped,False
primavera,151,3,Agronomy and Horticulture,0.2924,unmapped,False
primavera p6,140,3,Agronomy and Horticulture,0.1807,unmapped,False
prioritization,1713,123,Planning and Organizing,0.519,unmapped,False
prioritization skills,193,123,Planning and Organizing,0.5763,semantic,True
prioritizing,84,123,Planning and Organizing,0.5254,unmapped,False
priority management,120,123,Planning and Organizing,0.5413,unmapped,False
priority setting,74,145,Setting Up,0.4121,lexical,True
privacy,102,23,Communicating with Persons Outside Organization,0.4222,unmapped,False
proactive,156,179, Active Learning,0.3747,unmapped,False
proactive approach,53,144,Setting Objectives and Formulating Strategies,0.4543,unmapped,False
proactiveness,92,141,Selective Attention,0.4255,unmapped,False
proactivity,209,140,Scheduling Work and Activities,0.4365,unmapped,False
problem analysis,51,126,Problem Solving,0.5033,unmapped,False
problem identification,50,125,Problem Identification,0.624,lexical,True
problem management,62,126,Problem Solving,0.6188,semantic,True
problem resolution,247,126,Problem Solving,0.4193,unmapped,False
problem solving,14625,126,Problem Solving,0.6196,lexical,True
problem solving skills,357,126,Problem Solving,0.6822,lexical,True
problemsolving skills,2294,126,Problem Solving,0.5811,semantic,True
procedures,314,127,Processing Information,0.4386,unmapped,False
process control,59,28,Controlling Machines and Processes,0.6201,semantic,True
process development,53,127,Processing Information,0.4788,unmapped,False
process engineering,105,127,Processing Information,0.5465,unmapped,False
process improvement,699,127,Processing Information,0.4321,unmapped,False
process improvements,51,127,Processing Information,0.4173,unmapped,False
process management,58,127,Processing Information,0.5079,unmapped,False
process mapping,55,127,Processing Information,0.4973,unmapped,False
process optimization,137,127,Processing Information,0.3796,unmapped,False
processes,80,28,Controlling Machines and Processes,0.5372,lexical,True
procore,108,31,Critical Thinking,0.206,unmapped,False
procurement,537,43,Equipment and Tool Selection,0.4032,unmapped,False
product design,72,128,Product Design,0.7915,lexical,True
product development,310,128,Product Design,0.6884,semantic,True
product knowledge,997,128,Product Design,0.5366,unmapped,False
product management,204,128,Product Design,0.5917,semantic,True
production,348,37,Digital Systems Production,0.4886,lexical,True
production management,216,14,Business Management,0.5485,unmapped,False
production planning,159,90,"Manufacturing, Processing and Production",0.55,unmapped,False
production scheduling,70,140,Scheduling Work and Activities,0.5274,unmapped,False
production supervision,163,158,Supervising Subordinates,0.588,semantic,True
productivity,179,140,Scheduling Work and Activities,0.45,unmapped,False
professional communication,55,22,Communicating with Coworkers,0.5848,semantic,True
professional demeanor,87,74,Instructing,0.4402,unmapped,False
professional development,946,167,Training and Teaching ,0.5484,unmapped,False
professional development opportunities,60,167,Training and Teaching ,0.5025,unmapped,False
professional engineer,75,167,Training and Teaching ,0.45,unmapped,False
professional ethics,75,74,Instructing,0.3713,unmapped,False
professional growth,85,167,Training and Teaching ,0.4895,unmapped,False
professional liability insurance,68,1, Independence,0.1839,unmapped,False
professional liability insurance coverage,60,136,"Recreation, Leisure and Fitness",0.1605,unmapped,False
professional membership fee coverage,80,129,Providing Consultation and Advice,0.1606,unmapped,False
professionalism,1043,154,Staffing ,0.446,unmapped,False
proficiency in microsoft office suite,86,17,Clerical,0.4261,unmapped,False
profit sharing,65,20,Collaboration,0.3795,unmapped,False
profitability,184,144,Setting Objectives and Formulating Strategies,0.354,unmapped,False
profitability analysis,51,40,Economics,0.3896,unmapped,False
program development,272,35,Developing Technical Instructions,0.4166,unmapped,False
program evaluation,156,47,Evaluation,0.5489,lexical,True
program implementation,61,127,Processing Information,0.4051,unmapped,False
program management,260,88,Managing Resources,0.4321,unmapped,False
program planning,122,123,Planning and Organizing,0.4658,unmapped,False
programming,311,127,Processing Information,0.4532,unmapped,False
programming languages,88,77,Languages,0.4068,lexical,True
project accounting,52,2,Accounting,0.5486,lexical,True
project controls,107,27,Control of Settings,0.4019,unmapped,False
project coordination,286,30,Coordinating the Work and Activities of Others,0.5789,semantic,True
project delivery,104,123,Planning and Organizing,0.4634,unmapped,False
project documentation,76,35,Developing Technical Instructions,0.379,unmapped,False
project engineering,59,123,Planning and Organizing,0.4687,unmapped,False
project execution,231,140,Scheduling Work and Activities,0.418,unmapped,False
project implementation,55,123,Planning and Organizing,0.4693,unmapped,False
project leadership,83,79,Leadership,0.6355,lexical,True
project management,7159,123,Planning and Organizing,0.5812,semantic,True
project management experience,50,123,Planning and Organizing,0.449,unmapped,False
project management professional (pmp),63,123,Planning and Organizing,0.3982,unmapped,False
project management skills,159,123,Planning and Organizing,0.5098,unmapped,False
project management software,184,123,Planning and Organizing,0.4502,unmapped,False
project management tools,59,123,Planning and Organizing,0.4444,unmapped,False
project planning,542,123,Planning and Organizing,0.613,semantic,True
project reporting,82,98,"Monitoring Processes, Materials or Systems",0.4274,unmapped,False
project scheduling,203,140,Scheduling Work and Activities,0.6419,semantic,True
projectwise,54,140,Scheduling Work and Activities,0.3823,unmapped,False
promotion,53,142,Selling or Influencing Others,0.4653,unmapped,False
promotions,57,154,Staffing ,0.3958,unmapped,False
proofreading,111,135,Reading Comprehension,0.4395,unmapped,False
property management,166,88,Managing Resources,0.4322,unmapped,False
proposal development,101,123,Planning and Organizing,0.408,unmapped,False
proposal preparation,113,123,Planning and Organizing,0.4031,unmapped,False
proposal writing,334,176,Writing,0.4154,lexical,True
proposals,125,130,Public Affairs and Government relations,0.3349,unmapped,False
prospecting,326,154,Staffing ,0.4186,unmapped,False
protection of persons in care act,64,8,Assisting and Caring for Others,0.3093,unmapped,False
protocols,73,127,Processing Information,0.3675,unmapped,False
prototyping,132,35,Developing Technical Instructions,0.4868,unmapped,False
psychiatric nursing,74,96,Mental Health,0.4337,unmapped,False
psychiatry,200,96,Mental Health,0.4254,unmapped,False
psychology,192,122,Physics ,0.4521,unmapped,False
psychopharmacology,64,96,Mental Health,0.2855,unmapped,False
psychotherapy,90,96,Mental Health,0.358,unmapped,False
public accounting,125,2,Accounting,0.6103,lexical,True
public accounting experience,66,2,Accounting,0.5652,lexical,True
public administration,65,130,Public Affairs and Government relations,0.7309,semantic,True
public health,152,130,Public Affairs and Government relations,0.4563,unmapped,False
public relations,301,130,Public Affairs and Government relations,0.7706,lexical,True
public speaking,536,118,Performing for or Working Directly with the Public,0.5712,semantic,True
pulling,159,154,Staffing ,0.3437,unmapped,False
pumps,54,122,Physics ,0.2601,unmapped,False
punctual,110,166,Time Management,0.298,unmapped,False
punctuality,793,166,Time Management,0.338,unmapped,False
purchase orders,113,71,Information Ordering,0.3259,unmapped,False
purchasing,229,142,Selling or Influencing Others,0.3362,unmapped,False
pushing,164,142,Selling or Influencing Others,0.3473,unmapped,False
python,1372,127,Processing Information,0.2871,unmapped,False
pytorch,68,122,Physics ,0.2674,unmapped,False
qa/qc,51,25,"Computer, technology and Information Systems",0.3052,unmapped,False
quality,334,76,Judging Quality,0.5598,lexical,True
quality assurance,1665,76,Judging Quality,0.5605,semantic,True
quality control,1697,132,Quality Control Testing,0.6849,lexical,True
quality improvement,666,76,Judging Quality,0.5377,unmapped,False
quality management,388,76,Judging Quality,0.5503,semantic,True
quality of life,152,76,Judging Quality,0.4407,unmapped,False
quality patient care,57,76,Judging Quality,0.4206,unmapped,False
quality standards,123,76,Judging Quality,0.5545,semantic,True
quantity surveying,61,45,Estimating Quantifiable Characteristics,0.403,unmapped,False
quickbooks,138,2,Accounting,0.3041,unmapped,False
quoting,87,1, Independence,0.257,unmapped,False
radiation safety,70,131,Public Safety and Security,0.3067,unmapped,False
radiation therapy,89,122,Physics ,0.2724,unmapped,False
radiography,103,24,Communications and Media,0.3718,unmapped,False
radiological technology,61,163,Telecommunications,0.2791,unmapped,False
radiology,388,73,"Inspecting Equipment, Structures or Material",0.305,unmapped,False
rapport building,60,30,Coordinating the Work and Activities of Others,0.3486,unmapped,False
reaching,235,122,Physics ,0.35,unmapped,False
react,196,134,Reaction Time,0.267,unmapped,False
real estate,144,167,Training and Teaching ,0.3723,unmapped,False
reasonable accommodations,51,0, Adaptability,0.3444,unmapped,False
receiving,143,59,Getting Information,0.4346,unmapped,False
recognition,98,152,Speech Recognition,0.5491,lexical,True
recognition programs,120,152,Speech Recognition,0.466,unmapped,False
reconciliation,276,138,Resolving Conflicts and Negotiating with Others,0.5222,unmapped,False
record keeping,293,38,Documenting and Recording Information,0.5458,unmapped,False
recordkeeping,53,38,Documenting and Recording Information,0.5712,semantic,True
records management,103,38,Documenting and Recording Information,0.5362,unmapped,False
recreation,55,136,"Recreation, Leisure and Fitness",0.6273,lexical,True
recruiting,302,167,Training and Teaching ,0.4969,unmapped,False
recruitment,616,154,Staffing ,0.5547,semantic,True
red seal certificate,53,131,Public Safety and Security,0.2035,unmapped,False
red seal certification,92,167,Training and Teaching ,0.2662,unmapped,False
references,90,0, Adaptability,0.3452,unmapped,False
referral,73,129,Providing Consultation and Advice,0.3578,unmapped,False
referral bonus,96,154,Staffing ,0.2111,unmapped,False
referral bonus rewards,82,154,Staffing ,0.1882,unmapped,False
referral bonuses,69,23,Communicating with Persons Outside Organization,0.2237,unmapped,False
referrals,76,129,Providing Consultation and Advice,0.4081,unmapped,False
refrigeration,120,154,Staffing ,0.2163,unmapped,False
registered nurse,1202,154,Staffing ,0.3953,unmapped,False
registered nurse (rn),256,154,Staffing ,0.3532,unmapped,False
registered nurse license,92,167,Training and Teaching ,0.2114,unmapped,False
registered practical nurse,67,167,Training and Teaching ,0.3407,unmapped,False
registered practical nurse (rpn),52,8,Assisting and Caring for Others,0.3149,unmapped,False
registered psychiatric nurse,115,96,Mental Health,0.3505,unmapped,False
registration,52,179, Active Learning,0.3053,unmapped,False
regulated health professions act,60,167,Training and Teaching ,0.2967,unmapped,False
regulated health professions act (rhpa),60,167,Training and Teaching ,0.2743,unmapped,False
regulations,298,131,Public Safety and Security,0.3606,unmapped,False
regulatory compliance,635,131,Public Safety and Security,0.2823,unmapped,False
regulatory environment,136,82,"Livestock, Farm animals and Wildlife",0.2905,unmapped,False
regulatory requirements,157,131,Public Safety and Security,0.2985,unmapped,False
rehabilitation,417,136,"Recreation, Leisure and Fitness",0.4339,unmapped,False
relational databases,105,5,Analyzing Data or Information,0.3444,unmapped,False
relationship building,1359,44,Establishing and Maintaining Interpersonal Relationships,0.5583,semantic,True
relationship building skills,51,44,Establishing and Maintaining Interpersonal Relationships,0.6308,semantic,True
relationship management,333,44,Establishing and Maintaining Interpersonal Relationships,0.5359,unmapped,False
relationshipbuilding,58,44,Establishing and Maintaining Interpersonal Relationships,0.4664,unmapped,False
reliability,451,0, Adaptability,0.4055,unmapped,False
reliable transportation,92,83,Logistics,0.3588,unmapped,False
reliable vehicle,128,172,"Vehicle, Machinery and Equipment Operation",0.4283,unmapped,False
relocation assistance,185,67,Human Resources and Labour relations,0.3044,unmapped,False
remote work,509,30,Coordinating the Work and Activities of Others,0.4551,unmapped,False
renewable energy,74,88,Managing Resources,0.3181,unmapped,False
repair,223,137,Repairing,0.6716,semantic,True
repairs,62,137,Repairing,0.6821,semantic,True
replenishment,59,154,Staffing ,0.345,unmapped,False
report generation,62,38,Documenting and Recording Information,0.3509,unmapped,False
report preparation,79,9,Attention to Detail,0.4279,unmapped,False
report writing,688,176,Writing,0.4894,lexical,True
reporting,1875,98,"Monitoring Processes, Materials or Systems",0.3866,unmapped,False
reports,211,98,"Monitoring Processes, Materials or Systems",0.4107,unmapped,False
representative workforce,82,154,Staffing ,0.4542,unmapped,False
requirements,55,45,Estimating Quantifiable Characteristics,0.4494,unmapped,False
requirements analysis,61,45,Estimating Quantifiable Characteristics,0.4524,unmapped,False
requirements gathering,258,45,Estimating Quantifiable Characteristics,0.4425,unmapped,False
requirements management,50,123,Planning and Organizing,0.4711,unmapped,False
research,2000,5,Analyzing Data or Information,0.4205,unmapped,False
research and development,66,19,Coaching and Developing Others,0.4368,unmapped,False
research methodology,62,144,Setting Objectives and Formulating Strategies,0.5177,unmapped,False
research participation,56,20,Collaboration,0.4036,unmapped,False
research projects,211,140,Scheduling Work and Activities,0.415,unmapped,False
research skills,234,53,Fluency of Ideas,0.4673,unmapped,False
reserve force,97,154,Staffing ,0.3083,unmapped,False
resident care,64,8,Assisting and Caring for Others,0.4423,unmapped,False
resilience,243,157,Stress Tolerance,0.3919,unmapped,False
resiliency,57,0, Adaptability,0.3949,unmapped,False
resource allocation,144,88,Managing Resources,0.5277,unmapped,False
resource management,373,85,Management of Financial Resources,0.7071,lexical,True
resource planning,91,88,Managing Resources,0.6426,semantic,True
resourcefulness,259,88,Managing Resources,0.5012,unmapped,False
respect,387,26,Concern for Others,0.3808,unmapped,False
respiratory therapy,70,155,Stamina,0.2476,unmapped,False
responsibility,238,1, Independence,0.4229,unmapped,False
rest,99,154,Staffing ,0.3232,unmapped,False
restaurant management,129,14,Business Management,0.5037,unmapped,False
restaurant operations,86,154,Staffing ,0.5033,unmapped,False
restful apis,50,143,Service Orientation,0.3082,unmapped,False
results orientation,156,149,Spatial Orientation,0.4171,unmapped,False
resultsoriented,147,9,Attention to Detail,0.2657,unmapped,False
resume,219,171,Updating and Applying Knowledge,0.4064,unmapped,False
retail,892,139,Sales and Marketing,0.3974,unmapped,False
retail experience,1020,167,Training and Teaching ,0.4001,unmapped,False
retail management,776,139,Sales and Marketing,0.4655,unmapped,False
retail management experience,68,139,Sales and Marketing,0.4157,unmapped,False
retail operations,452,154,Staffing ,0.4703,unmapped,False
retail sales,358,139,Sales and Marketing,0.5414,unmapped,False
retail sales experience,90,139,Sales and Marketing,0.5378,unmapped,False
retail store management,59,139,Sales and Marketing,0.4582,unmapped,False
retail supervision,58,158,Supervising Subordinates,0.5265,unmapped,False
retention,131,95,Memorizing,0.4146,unmapped,False
retirement plan,148,2,Accounting,0.2356,unmapped,False
retirement savings,69,85,Management of Financial Resources,0.2617,unmapped,False
retirement savings plan,135,2,Accounting,0.2482,unmapped,False
revenue generation,71,40,Economics,0.4512,unmapped,False
review,87,76,Judging Quality,0.3001,unmapped,False
revit,438,1, Independence,0.2473,unmapped,False
rigging,88,154,Staffing ,0.4998,unmapped,False
rigor,117,180, Creativity,0.2617,unmapped,False
